iso_code,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,diabetes_prevalence,life_expectancy
ABW,North America,Aruba,1997,22,61.286,10,0,0.429,18704.456,206.058,574.019,93.663,0,4.014,60.65,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,2006,9,54,10,0,0.429,18788.753,84.296,505.779,93.663,0,4.014,60.65,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,2104,98,62,10,0,0.286,19706.648,917.895,580.709,93.663,0,2.676,60.65,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,2211,107,64.429,12,2,0.571,20708.84,1002.192,603.456,112.395,18.733,5.352,60.65,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,2292,81,63.429,13,1,0.714,21467.508,758.668,594.09,121.762,9.366,6.69,60.65,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,2358,66,64.571,13,0,0.571,22085.683,618.174,604.794,121.762,0,5.352,60.65,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,2428,70,64.714,14,1,0.571,22741.322,655.639,606.132,131.128,9.366,5.352,60.65,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,2449,21,64.571,14,0,0.571,22938.014,196.692,604.794,131.128,0,5.352,55.09,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,2482,33,68,15,1,0.714,23247.101,309.087,636.907,140.494,9.366,6.69,55.09,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,2589,107,69.286,15,0,0.714,24249.293,1002.192,648.949,140.494,0,6.69,55.09,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,2730,141,74.143,15,0,0.429,25569.938,1320.645,694.443,140.494,0,4.014,55.09,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,2819,89,75.286,16,1,0.429,26403.537,833.599,705.147,149.86,9.366,4.014,63.43,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,2898,79,77.143,18,2,0.714,27143.473,739.936,722.541,168.593,18.733,6.69,63.43,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,2994,96,80.857,18,0,0.571,28042.635,899.163,757.33,168.593,0,5.352,63.43,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,3046,52,85.286,18,0,0.571,28529.682,487.046,798.81,168.593,0,5.352,63.43,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,3060,14,82.571,20,2,0.714,28660.81,131.128,773.387,187.326,18.733,6.69,63.43,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,3152,92,80.429,22,2,1,29522.507,861.698,753.316,206.058,18.733,9.366,63.43,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,3328,176,85.429,22,0,1,31170.972,1648.465,800.148,206.058,0,9.366,63.43,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,3382,54,80.429,23,1,1,31676.751,505.779,753.316,215.424,9.366,9.366,63.43,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,3460,78,80.286,23,0,0.714,32407.321,730.57,751.978,215.424,0,6.69,63.43,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,3460,0,66.571,23,0,0.714,32407.321,0,623.526,215.424,0,6.69,63.43,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,3551,91,72.143,23,0,0.714,33259.652,852.331,675.71,215.424,0,6.69,57.87,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,3587,36,75.286,24,1,0.571,33596.838,337.186,705.147,224.791,9.366,5.352,57.87,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,3665,78,73.286,25,1,0.429,34327.408,730.57,686.414,234.157,9.366,4.014,57.87,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,3721,56,56.143,25,0,0.429,34851.919,524.512,525.85,234.157,0,4.014,57.87,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,3756,35,53.429,25,0,0.286,35179.739,327.82,500.427,234.157,0,2.676,57.87,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,3799,43,48.429,25,0,0.286,35582.489,402.75,453.595,234.157,0,2.676,57.87,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,3832,33,53.143,25,0,0.286,35891.576,309.087,497.751,234.157,0,2.676,57.87,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,3844,12,41.857,25,0,0.286,36003.971,112.395,392.046,234.157,0,2.676,57.87,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,3872,28,40.714,25,0,0.143,36266.227,262.256,381.341,234.157,0,1.338,,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,3934,62,38.429,26,1,0.143,36846.936,580.709,359.933,243.523,9.366,1.338,,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,3963,29,34.571,27,1,0.286,37118.558,271.622,323.806,252.889,9.366,2.676,,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,3998,35,34.571,27,0,0.286,37446.378,327.82,323.806,252.889,0,2.676,,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,4038,40,34.143,30,3,0.714,37821.029,374.651,319.791,280.988,28.099,6.69,,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,4074,36,34.571,30,0,0.714,38158.215,337.186,323.806,280.988,0,6.69,,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,4079,5,33.571,30,0,0.714,38205.047,46.831,314.439,280.988,0,6.69,,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
ABW,North America,Aruba,4079,0,29.571,30,0,0.714,38205.047,0,276.974,280.988,0,6.69,,106766,584.8,41.2,13.085,7.452,35973.781,11.62,76.29
AFG,Asia,Afghanistan,0,0,,0,0,,0,0,,0,0,,,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,,0,0,,0,0,,0,0,,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,,0,0,,0,0,,0,0,,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,,0,0,,0,0,,0,0,,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,,0,0,,0,0,,0,0,,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,,0,0,,0,0,,0,0,,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,8.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,8.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,1,1,0.143,0,0,0,0.026,0.026,0.004,0,0,0,8.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,1,0,0.143,0,0,0,0.026,0,0.004,0,0,0,8.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,1,0,0.143,0,0,0,0.026,0,0.004,0,0,0,8.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,1,0,0.143,0,0,0,0.026,0,0.004,0,0,0,8.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,1,0,0.143,0,0,0,0.026,0,0.004,0,0,0,8.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,1,0,0.143,0,0,0,0.026,0,0.004,0,0,0,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,1,0,0.143,0,0,0,0.026,0,0.004,0,0,0,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,,,0,,,0,,,0,,,0,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,,,0,,,0,,,0,,,0,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,,,0,,,0,,,0,,,0,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,,,0,,,0,,,0,,,0,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,,,0,,,0,,,0,,,0,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,4,3,0.429,0,0,0,0.103,0.077,0.011,0,0,0,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,,,0.429,,,0,,,0.011,,,0,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,,,0.429,,,0,,,0.011,,,0,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,7,3,0.857,0,0,0,0.18,0.077,0.022,0,0,0,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,,,0.857,,,0,,,0.022,,,0,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,,,0.857,,,0,,,0.022,,,0,27.78,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,,,0.857,,,0,,,0.022,,,0,38.89,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,10,3,0.857,0,0,0,0.257,0.077,0.022,0,0,0,38.89,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,16,6,1.714,0,0,0,0.411,0.154,0.044,0,0,0,38.89,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,21,5,2.429,0,0,0,0.539,0.128,0.062,0,0,0,38.89,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,22,1,2.143,0,0,0,0.565,0.026,0.055,0,0,0,41.67,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,22,0,2.143,0,0,0,0.565,0,0.055,0,0,0,41.67,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,22,0,2.143,0,0,0,0.565,0,0.055,0,0,0,41.67,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,24,2,2.429,0,0,0,0.617,0.051,0.062,0,0,0,41.67,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,24,0,2,0,0,0,0.617,0,0.051,0,0,0,41.67,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,34,10,2.571,0,0,0,0.873,0.257,0.066,0,0,0,41.67,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,40,6,2.714,1,1,0.143,1.028,0.154,0.07,0.026,0.026,0.004,50.93,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,42,2,2.857,1,0,0.143,1.079,0.051,0.073,0.026,0,0.004,59.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,75,33,7.571,1,0,0.143,1.927,0.848,0.194,0.026,0,0.004,59.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,75,0,7.571,1,0,0.143,1.927,0,0.194,0.026,0,0.004,59.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,91,16,9.571,2,1,0.286,2.338,0.411,0.246,0.051,0.026,0.007,67.59,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,106,15,11.714,3,1,0.429,2.723,0.385,0.301,0.077,0.026,0.011,67.59,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,114,8,11.429,4,1,0.571,2.928,0.206,0.294,0.103,0.026,0.015,67.59,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,141,27,14.429,4,0,0.429,3.622,0.694,0.371,0.103,0,0.011,67.59,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,166,25,17.714,4,0,0.429,4.264,0.642,0.455,0.103,0,0.011,67.59,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,192,26,16.714,4,0,0.429,4.932,0.668,0.429,0.103,0,0.011,67.59,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,235,43,22.857,4,0,0.429,6.037,1.105,0.587,0.103,0,0.011,67.59,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,235,0,20.571,4,0,0.286,6.037,0,0.528,0.103,0,0.007,67.59,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,270,35,23.429,5,1,0.286,6.936,0.899,0.602,0.128,0.026,0.007,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,299,29,26.429,7,2,0.429,7.681,0.745,0.679,0.18,0.051,0.011,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,337,38,28,7,0,0.429,8.657,0.976,0.719,0.18,0,0.011,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,367,30,28.714,11,4,1,9.428,0.771,0.738,0.283,0.103,0.026,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,423,56,33,14,3,1.429,10.866,1.439,0.848,0.36,0.077,0.037,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,484,61,35.571,15,1,1.571,12.433,1.567,0.914,0.385,0.026,0.04,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,521,37,40.857,15,0,1.571,13.384,0.95,1.05,0.385,0,0.04,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,555,34,40.714,18,3,1.857,14.257,0.873,1.046,0.462,0.077,0.048,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,607,52,44,18,0,1.571,15.593,1.336,1.13,0.462,0,0.04,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,665,58,46.857,21,3,2,17.083,1.49,1.204,0.539,0.077,0.051,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,714,49,49.571,23,2,1.714,18.341,1.259,1.273,0.591,0.051,0.044,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,784,70,51.571,25,2,1.571,20.14,1.798,1.325,0.642,0.051,0.04,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,794,10,44.286,29,4,2,20.396,0.257,1.138,0.745,0.103,0.051,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,845,51,46.286,30,1,2.143,21.707,1.31,1.189,0.771,0.026,0.055,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,908,63,50.429,30,0,1.714,23.325,1.618,1.295,0.771,0,0.044,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,996,88,55.571,33,3,2.143,25.585,2.261,1.428,0.848,0.077,0.055,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,1031,35,52.286,35,2,2,26.485,0.899,1.343,0.899,0.051,0.051,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,1092,61,54,36,1,1.857,28.052,1.567,1.387,0.925,0.026,0.048,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,1176,84,56,40,4,2.143,30.209,2.158,1.439,1.028,0.103,0.055,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,1281,105,69.571,42,2,1.857,32.907,2.697,1.787,1.079,0.051,0.048,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,1351,70,72.286,43,1,1.857,34.705,1.798,1.857,1.105,0.026,0.048,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,1463,112,79.286,47,4,2.429,37.582,2.877,2.037,1.207,0.103,0.062,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,1531,68,76.429,57,10,3.429,39.329,1.747,1.963,1.464,0.257,0.088,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,1703,172,96,57,0,3.143,43.747,4.418,2.466,1.464,0,0.081,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,1827,124,105,60,3,3.429,46.932,3.185,2.697,1.541,0.077,0.088,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,1949,122,110.429,60,0,2.857,50.066,3.134,2.837,1.541,0,0.073,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,2171,222,127.143,64,4,3.143,55.769,5.703,3.266,1.644,0.103,0.081,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,2335,164,140.571,68,4,3.571,59.982,4.213,3.611,1.747,0.103,0.092,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,2469,134,143.714,72,4,3.571,63.424,3.442,3.692,1.85,0.103,0.092,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,2704,235,167.571,85,13,4,69.461,6.037,4.305,2.183,0.334,0.103,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,2894,190,170.143,90,5,4.714,74.342,4.881,4.371,2.312,0.128,0.121,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,3224,330,199.571,95,5,5,82.819,8.477,5.127,2.44,0.128,0.128,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,3392,168,206.143,104,9,6.286,87.134,4.316,5.295,2.672,0.231,0.161,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
AFG,Asia,Afghanistan,3563,171,198.857,106,2,6,91.527,4.393,5.108,2.723,0.051,0.154,84.26,38928341,54.422,18.6,2.581,1.337,1803.987,9.59,64.83
